Text,Label,text_cleaned,text_cleaned_t2e_vader
"You promised you wouldn't leave, lie or hurt me. . .  But now I'm stuck being all alone, waiting for you to need me again. . .   ",1,promised not leave lie hurt me stuck alone waiting need again,"You promised you would not leave, lie or hurt me. . . But now I am stuck being all alone, waiting for you to need me again. . ."
Never in my life have i ever been included. Then when I had my daughter i still never got included on my own 24.7 and now I have 2 kids still it happens to me.    pic.twitter.com/Bt9J2yE4Zz,1,life included daughter got included kid happens me,Never in my life have i ever been included. Then when I had my daughter i still never got included on my own . and now I have kid still it happens to me.
"Such is my life! Too many weekends lost this summer to the damn IBS! So, so sick of it!   pic.twitter.com/z3Kw5dKl6K",1,life weekend lost summer damn ibs so sick it,"Such is my life! Too many weekend lost this summer to the damn IBS! So, so sick of it!"
"we all think about it, some more than others \n\n#death #sad #depressed #suicide",1,think it nn death sad depressed suicide,"we all think about it, some more than others n n death sad depressed suicide"
The worst part of working  is the  due to f'ed up melatonin and cortisol cycles.  ,1,worst working fed melatonin cortisol cycle,The worst part of working is the due to f ed up melatonin and cortisol cycles.
Been left and grandma's house want to see mummy and daddy   ,1,left grandma house want mummy daddy,Been left and grandma is house want to see mummy and daddy
this year keeps getting more depressing and disappointing,1,year keep getting depressing disappointing,this year keep getting more depressing and disappointing
"@iamsiroberts Go and see the hell hole which is Halton, now that'll depress you.",1,hell hole halton depress you,"Go and see the hell hole which is Halton, now that will depress you."
Have to be skinnier.  Have to be prettier.  Have to be smarter.  Have to be anything  But myself.  ,1,skinnier prettier smarter myself,Have to be skinnier. Have to be prettier. Have to be smarter. Have to be anything But myself.
Depression bit me so hard it took me months to get back on social media,1,depression bit hard took month social medium,Depression bit me so hard it took me month to get back on social medium
Missing you this Christmas    pic.twitter.com/QfzTBKqHpz,1,missing christmas,Missing you this Christmas
"I'm very unhappy, I don't have a girlfriend, I don't have a Boyfriend and I don't Like where I live   ",1,unhappy not girlfriend not boyfriend not like live,"I am very unhappy, I do not have a girlfriend, I do not have a Boyfriend and I do not Like where I live"
Guys!!! I’m  im leaving Twitter!!! Am blacking out! ????????  pic.twitter.com/2ZPKNJ2QzA,1,guy im leaving twitter blacking out,Guys!! I am im leaving Twitter!! Am blacking out! ??
I will choose to leave than to live..,1,choose leave live,I will choose to leave than to live..
I feel like I'm annoying like Always…,1,feel like annoying like,I feel like I am annoying like Always
I feel like I'm waiting for something that isn't going happen.    pic.twitter.com/duO3xqIPNE,1,feel like waiting not going happen,I feel like I am waiting for something that is not going happen.
Is it weird that my  and   turns bad when it comes to  ?,1,weird turn bad come,Is it weird that my and turn bad when it come to ?
"It's as though being with her is depressing, but when we break up it lifts and I go back to the source of the . Hmm.",1,depressing break lift source hmm,"It is a though being with her is depressing, but when we break up it lift and I go back to the source of the . Hmm."
I need to get to a place where I can separate my disconnects from reality. So far the drugs aren't helping much.  ,1,need place separate disconnect reality far drug not helping much,I need to get to a place where I can separate my disconnect from reality. So far the drug are not helping much.
"That she feels good, feels no pain, is happy. If there isn't, I'll probably never see her again. Unless there's some other side, like hell. How she may get to that side, I don't know how that would be. She was too much of a saint. ",1,feel good feel pain happy not probably again unless side like hell side not know be saint,"That she feel good, feel no pain, is happy. If there is not, I will probably never see her again. Unless there is some other side, like hell. How she may get to that side, I do not know how that would be. She wa too much of a saint."
i thought i was getting better :/ ,1,thought getting better,i thought i wa getting better
Laughter is vital medicine if you suffer  or . Have a giggle on me :)  ,1,laughter vital medicine suffer giggle,Laughter is vital medicine if you suffer or . Have a giggle on me
"Im so glad you can look at me and say Im ignorant, stuiped, and worthless. Its not like I wanted love and support from my mother ",1,im glad look say im ignorant stuiped worthless not like wanted love support mother,"Im so glad you can look at me and say Im ignorant, stuiped, and worthless. Its not like I wanted love and support from my mother"
watching that video and realizing that I've gotten uglier #depressed,1,watching video realizing gotten uglier depressed,watching that video and realizing that I have gotten uglier depressed
Cant wear makeup for a while ????,1,wear makeup,Cant wear makeup for a while ??
no matter how many sad ghost man tears he's crying now! you are not entitled to forgiveness just because you're really sad now!!,1,matter sad ghost man tear cry now not entitled forgiveness just really sad now,no matter how many sad ghost man tear he is cry now! you are not entitled to forgiveness just because you are really sad now!!
It really needs to start snowing,1,really need start snowing,It really need to start snowing
"Using one of my favorite movies of all time to express my feelings is sometimes...more just validation than healing, I suppose.   pic.twitter.com/HzUFRLMgKC",1,using favorite movie time express feeling sometimesmore just validation healing suppose,"Using one of my favorite movie of all time to express my feeling is sometimes..more just validation than healing, I suppose."
