Text,Label,Score,text_cleaned
"Don't forget 2 test yr #smoke #alarm, #carbon #monoxide #detector #batteries. It could save your #life. 🐈🐩 #Lovinleeds",fear,0.417,not forget test yr smoke alarm carbon monoxide detector battery save life lovinleeds
courage the cowardly dog is like american horror story for kids,fear,0.417,courage cowardly dog like american horror story kid
@Lillie_Billy don't worry me and my mans @JJB1Owens gave him a piece of our mind,fear,0.417,not worry man gave piece mind
"$100 says Teufel is 'reassigned' within the organization before next year, but I wish it was sooner... #Mets #thirdbasecoach  #lgm",fear,0.417,say teufel areassigned organization year wish sooner mets thirdbasecoach lgm
@MiSSLiNDZO no. 😭 the last two we were out-bidded. So we got kinda discouraged so now we are taking our sweet time. The market is stupid tho,fear,0.417,no outbidded got kinda discouraged taking sweet time market stupid tho
We're very busy #coding a whole network manager for #unity3d based on #steamworks networking. #gamedev #indiedev #3amDeadTime #horror #game,fear,0.417,busy coding network manager unityd based steamworks networking gamedev indiedev amdeadtime horror game
@ChrisWarcraft The concept that a gay magazine feels like it has to cover terrible people -because they’re gay voices- seems all upside down,fear,0.417,concept gay magazine feel like cover terrible people because gay voice upside
... in the same speech.  However he did mention foreign hand and funding in terrorism in the country. 👍\n#ProudOfYouPrimeMinister,fear,0.417,speech did mention foreign hand funding terrorism country n proudofyouprimeminister
#Partners are willing to #walk alongside you without being #intimidated by you. #WhoIsIT #Part2 #RelationShift #CLifeMacon,fear,0.417,partner willing walk alongside intimidated you whoisit part relationshift clifemacon
Mary astounded there at the concept of having leftover milk at the end of your cereal #GBBO,fear,0.417,mary astounded concept having leftover milk end cereal gbbo
@smb_ryan @Kamper10 I couldn't care less about #GOTHAM. I haven't watched it since the mid point of season 1. #horrible,fear,0.417,not care gotham not watched mid point season horrible
#nobody #understand what #advocate mean if you do then use it #right #never be #afraid so #positive word is. I can that is #POWERFUL,fear,0.417,understand advocate mean use right afraid positive word is powerful
Watched tna for the first time in a long time what the hell happened to the #hardyboys #impactonpop #wwe #terrible,fear,0.412,watched tna time long time hell happened hardyboys impactonpop wwe terrible
@carlybigelow13 first you take the room now you wanna beat me up ,fear,0.412,room wanna beat
The irony in that last is that Republicans - more likely to watch Fox News - distrust the news media more. Yet they can't see Fox's lies!,fear,0.409,irony republican likely watch fox news distrust news medium more fox lie
"And there you go. After that wild start, wouldn't be surprised at all if Sweden wins this game. Too much experience there to panic.",fear,0.4,go wild start not surprised sweden win game experience panic
"The more videos @PanicAtTheDisco  post, the more i am convinced i might should not have done that  #Brendonati",fear,0.4,video post convinced not brendonati
"For a team as big as Bayern and the they like to play football, their pitch is fucking dreadful. Certainly no Emirates pitch anyway.",fear,0.398,team big bayern like play football pitch fucking dreadful certainly emirate pitch anyway
Starting not to give a fuck and stopped fearing the consequence,fear,0.396,starting not fuck stopped fearing consequence
"@davidpreece12 @FitbaHacks Great defender, terrible positioning. Didn't know where he should be without Russel shouting at him for 90 mins",fear,0.396,great defender terrible positioning did not know russel shouting min
@russian906 @kingerpag @dannewton1978 Of have a suspicion it was @lct1975 you know!!,fear,0.396,suspicion know
@Gotham3 ~ Crushes are for kids! Just like trix. \rHow bout some full blown up Love that makes you quiver deep down into your core? Y E S *=*,fear,0.396,crush kid just like trix rhow bout blown love make quiver deep core y e s
"Big up @dj_argue, did I miss phantom dread syndrome by @GenesisElijah? dudes sick.",fear,0.396,big did miss phantom dread syndrome dude sick
Check out @VovimPrgel - From Scotland #gamer #YouTuber #vlogger #designer #animator #artist. TY for following The Wake #horror #horrorfilm,fear,0.396,check scotland gamer youtuber vlogger designer animator artist ty following wake horror horrorfilm
"@ManUnitedWriter He has had a dreadful first half, not to mention rashford would've got on the end of a couple of those through balls #pace",fear,0.396,dreadful half not mention rashford got end couple ball pace
Forgot to plug the phone in overnight ,fear,0.396,forgot plug phone overnight
Follow this amazing Australian author @KristyBerridge #fiction #horror #zombies #angels #demons #vampires #werewolves #follow #authorlove,fear,0.396,follow amazing australian author fiction horror zombie angel demon vampire werewolf follow authorlove
"What do Aquila, Ajahnae, and Euriechsa have in common besides ridiculously stupid,horrible,ugly, God awful names? Tracey IS NOT their father",fear,0.396,aquila ajahnae euriechsa common ridiculously stupidhorribleugly god awful name tracey not father
"I like the commercial where @kohara19, on a chocolate milk bender, steals a soccer ball from some guys and refuses to give it back. #bully",fear,0.396,like commercial chocolate milk bender steal soccer ball guy refuse back bully
"@DeionSandersJr @DeionSanders so bad...Slash prices or send them to refugee camps, like team gear after they lose championships. #awful",fear,0.396,badslash price send refugee camp like team gear lose championship awful
#goksfillyourhouseforfree should be retitled fill your house with old trash repainted ...  #junk #trash,fear,0.396,goksfillyourhouseforfree retitled house old trash repainted junk trash
"@Meruna_  as a musician, I can tell you that more people get discouraged when learning because of shitty instruments than anything else.",fear,0.396,musician tell people discouraged learning shitty instrument else
@BossUpJaee but your pussy was weak from what I heard so stfu up to me bitch . You got to threaten him that your pregnant .,fear,0.396,pussy weak heard stfu bitch got threaten pregnant
@MS_Hiddle_Batch no the flavour of Danish is far better but Danish pastry can be daunting to make!,fear,0.396,flavour danish far better danish pastry daunting make
"@Policy_Exchange A plus point, she won't have to queue for the loos. Any more plus points? Nope, can't think of any #shocking #sexism",fear,0.396,plus point not queue loo plus point nope think shocking sexism
Halloween party coming soon! #turnt #ruinT #lit #firesauce #hotsauce #mildsauce #getsauced #champagnedreams #scary  #kittens,fear,0.396,halloween party coming soon turnt ruint lit firesauce hotsauce mildsauce getsauced champagnedreams scary kitten
@dc_mma @ChampionsFight think shes afraid to fight Holly. One can only imagine what goes through her head when she thinks of Cyborg #terror,fear,0.396,think shes afraid fight holly imagine go head think cyborg terror
@BigLepley @angela31694996 @TheIndigoArrow Want to start a biker gang together when the GTA Online Biker DLC comes out?,fear,0.396,want start biker gang gta online biker dlc come out
The kid at the pool yelling is about to get a foot up his ass. #shutup #parents #kids ,fear,0.396,kid pool yelling foot as shutup parent kid
It's never the end / When the moment is dire. / A small spark of hope / Can relight a new fire.,fear,0.396,end moment dire small spark hope relight new fire
I hate Bakewell tart … anything that tastes of almond essence is just horrid! #GBBO,fear,0.396,hate bakewell tart taste almond essence just horrid gbbo
@ImJim_YoureNot  cyber bully,fear,0.396,cyber bully
I have no #alarm preset #life will #wakemeup,fear,0.396,alarm preset life wakemeup
"@vInZzzY we regret the inconvenience caused. We have noted your concern. We will get in touch with you soon to discuss. Rgds, Abhijit",fear,0.396,regret inconvenience caused noted concern touch soon discus rgds abhijit
"@Berbaqueue @_indubioproreo shocking work ethic by our players, Rooney stifled by their laziness",fear,0.396,shocking work ethic player rooney stifled laziness
"@residentadvisor thanks for getting back to me, exemplary customer service for a loyal customer #jk #awful #residentadvisor #poorservice",fear,0.396,thanks getting me exemplary customer service loyal customer jk awful residentadvisor poorservice
"@TheYoungEvans_ 'Kylie, you know me. I won't take no for answer for this kind of things...' *he would smirk and start on the crust.*",fear,0.396,kylie know me not answer kind thing he smirk start crust
@Nxrthstxr I think it's the daunting fact of the typical offer being those grades. Even though it's been proven not to be the case exactly,fear,0.396,think daunting fact typical offer grade proven not case exactly
"A liar an a bully for president? They say every vote matter , well  I'm sorry you'll not get my vote until the year 2020",fear,0.396,liar bully president say vote matter sorry not vote year
Good start to the day I forgot to set my #alarm just as well it's #Friday 😆,fear,0.396,good start day forgot set alarm just friday
