Text,Label,text_cleaned
Look at those U ❤️ like #Okja looks at #Mija - Be a #Mija &amp; help sum1 in need-remem 🐖🦃🐓🐄🐾feel just as we do.. #love #fear #longing and #pain,0,look u like okja look mija mija amp help sum needremem feel just do love fear longing pain
Manic depression has taken by soul I wish I could all this pain away,1,manic depression taken soul wish pain away
I don't know what leads more to  and  Getting invalidated or getting ignored with crying for help with .,1,not know lead getting invalidated getting ignored cry help
Just finished Schitt’s Creek and didn’t even know it,0,just finished schitt creek did not know
@DavidLammy This kind of abuse is UNBELIEVABLE and an absolute disgrace. It makes me sad to see this #dismayed,1,kind abuse unbelievable absolute disgrace make sad dismayed
"It hurts to know I'm practically invisible to you now, that I'm more of a bother to you then anything else.  ",1,hurt know practically invisible now bother else
I could prolly ball my eyes out right now...  ,1,prolly ball eye right now
@help_dms___ So good lunch 😊,0,good lunch
Grinchmas ends in a week and I haven't gone and probably won't go. ???” ,0,grinchmas end week not gone probably not go
I graduated yesterday and already had 8 family members asking what job I've got now 😂 #nightmare,0,graduated yesterday family member asking job got nightmare
I want to give up. I want to go home. I feel like nothing and I'll never heal.   ,1,want up want home feel like heal
So tired to blend in ??â–½?‹    pic.twitter.com/S71Lb5dNeo,1,tired blend
Gosh I needed this to lift me up!  was getting me down  pic.twitter.com/aKXO9rDvom,1,gosh needed lift up getting
One week on SW and going to gym. Smashed it #weekone  #goals #sw,0,week sw going gym smashed weekone goal sw
"Most of the time those who suffer with  disorder spend it in , not in mania or hypomania.",0,time suffer disorder spend not mania hypomania
i'd kill myself if it was that easy,1,kill easy
"Well my darling Beatrice has now got cardiac cachexia, basically because of her heart disease she is losing weight quickly ?? Her heart consultant says there is nothing we can do to stop this as it is part of the disease progression ??  pic.twitter.com/oNm1tNFjVW",0,darling beatrice got cardiac cachexia basically heart disease losing weight quickly heart consultant say stop disease progression
really wanting to end my life right about now.,1,really wanting end life right now
", , and  all serve very important roles in our lives. A much more important role that a positive tag line, designed in most part, to silence them, or you (e.g. “it could be worse”)!  We aren’t one size fits all.",0,serve important role life important role positive tag line designed part silence them eg worse not size fit all
I'm having trouble catching my breath.,1,having trouble catching breath
@D_Oliver10 oh I'm regretting it now ,0,oh regretting
That moment when your depression kicks in even more....,1,moment depression kick more
HealthTap: I haven't eaten anything all day because I feel  and low What should I do? ,1,healthtap not eaten day feel low do
"Felt good that I was at least able to get my laundry started, but haven't done anything past that. Though I've at least fed myself today. :/  ",1,felt good able laundry started not past that fed today
Before you label yourself as  or low  make sure you're not simply in fact surrounded by... pic.twitter.com/QrpK8Kn9pR,0,label low make sure not simply fact surrounded by
"Apparently my stomach can no longer handle extra spicy chili without trying to kill me. What's next, rice pudding and Ensure? ",0,apparently stomach longer handle extra spicy chili trying kill me next rice pudding ensure
Ke na le problem le  guys... there are way too many of us in the world to have some people find themselves lonely and alone.,1,ke na le problem le guy way world people lonely alone
To get close to another you have to take off your armor. It takes more  to be soft than tough.  reduces ,0,close armor take soft tough reduces
@cteeezy Lmfao look at it sober . 7102017 says 7102017 backwards lol and that was the date yesterday,0,lmfao look sober say backwards lol date yesterday
My love for black people does not mean I resent white people.,0,love black people doe not mean resent white people
New years eve smh I wish I could take it back I miss u so ur smile ur laugh I want it all back but I cnt   ,0,new year eve smh wish miss u ur smile ur laugh want cnt
"If I could, I would stay in bed until next Monday. ",1,could stay bed monday
RT findrealhealth Using  to manage  or ? Learn the side effects  … pic.twitter.com/nGJndXHvlm,0,findrealhealth using manage learn effect
"I'm having a good day today, might have a terrible one tomorrow, but I just want to remember that at least I had a good day. It's so easy to forget  ",1,having good day today terrible tomorrow just want remember good day easy forget
Im like lost without waterfowl hunting or bowfishing.,1,im like lost waterfowl hunting bowfishing
"If you have NEVER experienced , you can’t pass—& shouldn’t be passing— on decisions people make out of hopelessness & utter desperation.  Trust me, I know!   to the hopeless, they’ll buy it!",0,experienced pas not passing decision people make hopelessness utter desperation trust me know hopeless buy it
Looked at a sparrow and thought about God's eye being on it...    shouldnt i find comfort in this?,1,looked sparrow thought god eye it shouldnt comfort this
#Sleep is my #drug. My bed is my dealer. My #alarm is the #cops. #School is the #jail. #TeamFollowBack,0,sleep drug bed dealer alarm cop school jail teamfollowback
Broken As I take this shattered glass And run it down my skin I hope for you the best In your devilish sin,1,broken shattered glass run skin hope best devilish sin
Chris is leaving and dad isn't here and Made isn't here to clean and the weather isn't super amazing ,0,chris leaving dad not not clean weather not super amazing
What a blah day!   pic.twitter.com/sQaReKF3Ly,0,blah day
A  () happens when a person has at least two weeks of  mood.,0,happens person week mood
I'm ready to jus turn my phone off ????,0,ready jus turn phone
The best revenge ever....is success👌👊💪,0,best revenge everis success
I always have a reason to be upset and,1,reason upset
Brandy is going to a dog hotel for a couple of days,0,brandy going dog hotel couple day
Feeling unappreciated.   I feel really crappy about myself right now.,1,feeling unappreciated feel really crappy right now
The day when I don't fuck up anymore is the day I will be successful.... ,1,day not fuck anymore day successful
It's lke everyone around me is feeling all festive and there me like all  and with me  lkke sky high not feeling festive,1,lke feeling festive like lkke sky high not feeling festive
"Im  home . Feeling very low, and unwanted especially by my own family.Feeling very  !!",1,im home feeling low unwanted especially familyfeeling
Any #GOP senator who refuses to #RepealAndReplace needs to bear the #wrath of their constituents @ polls home state!  #healthcare #price2pay,0,gop senator refuse repealandreplace need bear wrath constituent poll home state healthcare pricepay
 is a harsh illness I'm a sufferer n wen your at your lowest it's hard to get back up again if u do have depression tell someone,1,harsh illness sufferer n wen lowest hard u depression tell
??????????   i can't wait for the bridge to eventually collapse so i don't need to jump off myself. ????   pic.twitter.com/lMO6Tds2He,1,wait bridge eventually collapse not need jump myself
30 mins apart. In the second pic I have managed to get my mask on before I left to celebrate new years.   pic.twitter.com/vwwWtD7vMk,1,min apart second pic managed mask left celebrate new year
Never looking for pity. Just looking for company and consolation.   ,1,looking pity just looking company consolation
Words are simply amazing people can twist them and make them say anything 😅,0,word simply amazing people twist make say
When you are able to treat your queen the things that she wants. Such a pleasing feeling,0,able treat queen thing want pleasing feeling
